"","popularity","danceability","energy","key","loudness","mode","acousticness","instrumentalness","valence","tempo","time_signature","genre","instrumentalness_is_na","log_speechiness","log_liveness","sqrt_duration"
"9548",50,0.417,0.958,5,-3.604,0,0.00592,0.000255,0.176,129.933,4,8,FALSE,-2.10373423424888,-2.20727491318972,459.451847313731
"9549",76,0.813,0.415,0,-5.926,1,0.777,0.00391,0.667,91.921,4,9,TRUE,-3.35526844977376,-2.03255795578099,1.68495796089992
"9550",71,0.889,0.453,8,-8.782,1,0.0274,4.75e-06,0.428,140.025,4,9,FALSE,-1.34323487165944,-1.8578992717326,447.401385782387
"9551",41,0.639,0.385,5,-9.738,1,0.909,0.81,0.399,127.229,4,7,FALSE,-3.30770703857482,-2.17155683058764,2.12734184676558
"9552",72,0.799,0.687,2,-5.682,1,0.193,0.000188,0.965,108.804,4,9,FALSE,-3.14423228187243,-3.48349262438899,464.513724232126
"9553",80,0.834,0.663,8,-6.143,1,0.235,0.00391,0.774,121.876,4,9,TRUE,-2.01740615076038,-0.988861424708991,382.783228472722
"9554",63,0.554,0.378,1,-6.7,1,0.868,0.00391,0.319,124.862,4,9,TRUE,-3.49991335460131,-2.20727491318972,482.616825235093
"9555",33,0.663,0.479,4,-13.037,0,0.796,0.00917,0.618,133.371,4,10,FALSE,-3.43268804875353,-1.91054300521802,587.20779967572
"9556",44,0.537,0.267,0,-14.06,0,0.695,0.00143,0.219,135.966,4,0,FALSE,-3.47376807449699,-2.31973125182902,1.91229791873547
"9557",56,0.572,0.567,7,-8.432,1,0.00177,0.00793,0.29,130.018,4,8,FALSE,-3.51324688547078,-2.67509910096252,560.284749033918
"9558",72,0.607,0.422,10,-13.364,0,0.209,0.00391,0.563,130.47,3,6,TRUE,-0.695149183230618,-2.47812966550898,476.431527084428
"9559",73,0.355,0.791,8,-7.565,1,0.00045,0.00391,0.758,106.392,4,10,TRUE,-3.09444824649315,-2.33407576008542,534.041196912748
"9560",55,0.456,0.776,9,-6.999,0,0.0423,0.00975,0.223,174.261,4,8,FALSE,-3.35813789220171,-1.91054300521802,598.832196863195
"9561",36,0.747,0.288,10,-8.377,0,0.879,0.000494,0.436,84.029,4,9,FALSE,-2.9798589243977,-1.75446368448436,449.264955232433
"9562",40,0.516,0.494,7,-11.077,0,0.403,0.0102,0.814,89.452,3,6,FALSE,-3.47054745979695,-2.18925640768704,440.832167610305
"9563",24,0.301,0.416,10,-16.015,1,0.0296,0.00391,0.517,89.081,4,2,TRUE,-3.35813789220171,-1.11169752821677,484.905145363503
"9564",54,0.863,0.916,2,-4.523,1,0.0829,7.09e-06,0.964,145.182,4,5,FALSE,-1.98777435315401,-0.569161200778954,522.098649682222
"9565",47,0.644,0.433,2,-7.568,1,0.742,0.00391,0.611,85.799,4,2,TRUE,-3.36390159691846,-2.04794287462046,453.875533599246
"9566",47,0.405,0.943,6,-5.399,0,7.95e-05,0.000672,0.521,175.008,4,8,FALSE,-2.37623163316234,-1.83885107676191,477.186546331725
"9567",60,0.675,0.38,4,-8.622,0,0.715,0.000201,0.7,94.92,4,6,FALSE,-3.45776773315055,-1.74869997976761,464.860194036874
"9568",63,0.758,0.779,8,-4.405,1,0.000717,0.00391,0.588,124.987,4,10,TRUE,-3.27016911925575,-2.21640739675299,384.588091339293
"9569",44,0.634,0.368,2,-14.953,0,0.236,3.39e-05,0.796,102.446,4,2,FALSE,-3.60822155109648,-2.70755032606056,478.539444560216
"9570",48,0.551,0.796,9,-5.627,0,0.000563,0.000125,0.356,98.006,4,10,FALSE,-3.34387231504289,-2.12026353620009,485.345237949235
"9571",56,0.804,0.769,1,-5.675,0,0.0302,0.00391,0.876,79.042,4,5,TRUE,-1.05268335677971,-1.25176346816228,405.125906355049
"9572",36,0.778,0.846,7,-3.442,1,0.0672,1.52e-06,0.597,111.994,4,9,FALSE,-3.33822258250077,-2.74731091505551,395.955805614718
"9573",55,0.476,0.318,10,-10.953,1,0.78,2e-06,0.311,126.495,4,0,FALSE,-3.49331267056996,-2.26336437984076,1.88426378195835
"9574",51,0.445,0.968,6,-2.563,1,1.29e-05,9.99e-06,0.326,114.92,4,8,FALSE,-1.57503648571677,-1.08470938349912,455.402020197539
"9575",52,0.531,0.939,7,-4.886,1,0.000456,0.0753,0.393,128.047,4,8,FALSE,-2.95267278409354,-1.82015894374975,473.460663624762
"9576",90,0.868,0.795,11,-6.044,1,0.0012,0.0193,0.819,166,4,9,FALSE,-1.3130438993803,-3.07694232897953,396.162845304806
"9577",49,0.452,0.952,9,-6.499,1,0.00442,0.121,0.305,168.065,4,8,FALSE,-1.52326021619305,-1.19732826160727,522.302594288024
"9578",22,0.575,0.467,0,-10.414,0,0.823,3.96e-06,0.296,108.544,4,3,FALSE,-3.47376807449699,-0.970219073899711,1.12733461447788
"9579",71,0.626,0.816,9,-10.593,1,0.237,1.8e-06,0.798,105.307,4,0,FALSE,-2.03255795578099,-2.26336437984076,1.65737241741257
"9580",66,0.531,0.711,10,-4.933,1,0.000204,0.00291,0.279,155.068,4,10,FALSE,-3.22388836669175,-2.22562405185792,506.26771573941
"9581",42,0.521,0.765,9,-10.942,1,0.000548,0.00885,0.719,120.674,4,1,FALSE,-3.30497852392161,-2.17155683058764,498.825620833573
"9582",26,0.454,0.0994,1,-19.617,1,0.978,0.706,0.154,79.299,4,7,FALSE,-3.33540964112415,-2.2730262907525,1.57056253202475
"9583",38,0.384,0.936,7,-6.933,1,4.8e-05,0.543,0.375,110.124,4,8,FALSE,-2.59695615359662,-1.09961278900169,466.146972531196
"9584",37,0.559,0.457,10,-9.995,1,0.517,3.39e-05,0.457,105.034,4,0,FALSE,-3.53701710480469,-2.25379492882461,1.95362057037696
"9585",18,0.64,0.304,2,-10.41,1,0.815,0.805,0.291,119.316,3,6,FALSE,-2.95267278409354,-2.36127408934273,391.827768286016
"9586",46,0.528,0.694,11,-7.981,1,0.0621,0.000962,0.493,179.945,3,6,FALSE,-3.17246945205404,-2.25379492882461,453.740013664213
"9587",73,0.618,0.793,0,-5.711,1,0.204,0.0154,0.459,101.015,4,10,FALSE,-2.81174543744098,-2.07147337203066,589.513358627266
"9588",68,0.552,0.333,0,-7.836,1,0.0868,0.00391,0.274,139.657,4,5,TRUE,-3.61191841297781,-0.585190039054853,345.501085381797
"9589",58,0.524,0.797,2,-4.777,1,0.209,0.00391,0.783,159.859,4,4,TRUE,-3.41428262121081,-1.25176346816228,1.94867476326862
"9590",57,0.557,0.833,10,-4.559,1,0.00226,3.25e-06,0.815,125.205,4,1,FALSE,-2.71356538179032,-1.82635091399767,503.296135490826
"9591",35,0.649,0.798,11,-5.589,0,0.136,0.00376,0.792,111.941,4,10,FALSE,-3.63439126882987,-1.3130438993803,497.042251725143
"9592",34,0.755,0.662,1,-7.158,1,0.507,0.00391,0.611,160.049,4,5,TRUE,-0.884307686021104,-2.29263476214088,480.624593627917
"9593",42,0.424,0.873,6,-5.404,1,0.202,3.47e-06,0.759,180.042,4,1,FALSE,-2.91507437053654,-2.6023397466801,393.462831789738
"9594",44,0.641,0.224,0,-11.891,1,0.627,0.00391,0.159,119.875,4,10,TRUE,-3.42651518964645,-2.18925640768704,519.204198750357
"9595",71,0.832,0.549,1,-8.259,0,0.168,0.00391,0.384,140.045,4,5,TRUE,-2.81008292666736,-2.20727491318972,426.023473531682
"9596",18,0.575,0.56,2,-8.01,0,0.416,4.17e-06,0.357,134.936,4,6,FALSE,-3.51324688547078,-1.18744350237473,513.264064590538
"9597",40,0.858,0.16,7,-12.982,0,0.8,6.08e-06,0.574,110.078,4,2,FALSE,-2.93369688263454,-2.40683511436785,498.589009104693
"9598",46,0.228,0.966,1,-5.959,1,2.7e-05,0.667,0.337,139.78,4,8,FALSE,-2.87351464082974,-1.08767234862978,709.760522993495
"9599",41,0.46,0.748,6,-5.52,0,0.0575,1.04e-05,0.261,126.325,4,10,FALSE,-3.15590102570681,-2.1119647333854,510.189180598727
"9600",39,0.45,0.503,7,-8.192,1,0.718,0.00391,0.205,87.634,4,9,TRUE,-3.55085815621656,-0.0932123817221787,2.23293528791141
"9601",58,0.385,0.949,8,-3.369,1,0.00501,2.13e-06,0.517,166.137,4,6,FALSE,-3.08129016191564,-2.1803674602698,475.759392970859
"9602",48,0.808,0.848,6,-5.851,1,0.000368,0.465,0.769,124.972,4,6,FALSE,-2.97397078177248,-2.97201574693668,434.902287876254
"9603",20,0.799,0.672,2,-7.545,1,0.00137,0.012,0.757,124.01,4,9,FALSE,-3.37845789469267,-1.95899538860397,415.941101599734
"9604",61,0.859,0.625,9,-4.234,0,0.0296,0.00391,0.71,102.072,4,5,TRUE,-2.04022082852655,-2.92434227746732,471.762652188577
"9605",60,0.507,0.723,8,-5.747,1,0.00831,0.00391,0.706,142.935,4,10,TRUE,-1.74296930505862,-1.63475572041839,454.350085286665
"9606",74,0.457,0.948,10,-3.364,1,0.0191,0.00391,0.878,148,4,4,TRUE,-3.34104345884241,-2.92620621090538,1.8661904155257
"9607",46,0.726,0.817,11,-6.397,0,0.399,0.178,0.501,126.977,4,6,FALSE,-3.39919937899948,-2.44069839512368,472.203346027959
"9608",71,0.589,0.438,1,-7.431,0,0.573,0.00391,0.0752,127.329,4,9,TRUE,-3.58632286578884,-2.05572501506252,452.575960475145
"9609",24,0.331,0.164,2,-20.87,1,0.94,0.903,0.408,181.035,5,6,FALSE,-3.14423228187243,-2.18925640768704,491.934955049954
"9610",38,0.442,0.78,5,-5.576,1,0.007,0.00391,0.666,154.001,4,2,TRUE,-3.03863977456527,-1.78976146656538,486.607644822808
"9611",37,0.327,0.841,9,-4.963,1,0.000101,0.863,0.455,180.058,4,1,FALSE,-2.78062089393705,-2.06356819252355,475.519715679592
"9612",65,0.607,0.654,2,-5.915,1,0.469,0.00047,0.294,93.473,4,9,FALSE,-2.34132592131048,-2.46510402249182,500.508741182409
"9613",40,0.453,0.741,0,-6.269,0,0.00943,0.00172,0.597,78.485,4,10,FALSE,-3.46094738606793,-1.62455155024415,528.469488239387
"9614",32,0.623,0.845,8,-7.485,0,0.00114,0.00502,0.539,117.968,4,2,FALSE,-2.62141389444266,-2.07147337203066,468.180520739597
"9615",38,0.912,0.746,10,-7.013,0,0.00583,4.42e-05,0.583,103.998,4,5,FALSE,-2.22562405185792,-1.97328134585145,351.8664519388
"9616",39,0.424,0.746,9,-4.912,0,0.366,0.000944,0.437,81.202,4,2,FALSE,-3.30225743380725,-1.89711998488588,454.611922412952
"9617",31,0.661,0.0187,7,-28.545,1,0.944,2.72e-05,0.254,81.995,4,6,FALSE,-3.30225743380725,-1.65025990695436,384.45415851568
"9618",52,0.338,0.276,8,-7.246,0,0.915,0.00391,0.427,190.773,3,9,TRUE,-3.21388828335716,-2.23492644452023,422.23808449736
"9619",48,0.81,0.344,0,-8.963,0,0.125,0.269,0.827,102.004,4,6,FALSE,-3.42344299060947,-2.62693114981742,424.829377515256
"9620",8,0.36,0.313,10,-12.562,1,0.947,0.901,0.285,80.065,3,6,FALSE,-3.42038020107893,-2.34028696017806,451.663591625449
"9621",34,0.697,0.572,4,-13.677,1,0.00689,0.781,0.0322,121.993,4,6,FALSE,-3.20152718653359,-2.40905733750456,478.788053317958
"9622",17,0.377,0.512,3,-7.472,1,0.509,0.000565,0.267,169.583,4,6,FALSE,-3.57912859015482,-2.72417958303209,474.551367082637
"9623",49,0.744,0.803,7,-6.445,1,0.0259,0.00391,0.574,94.088,4,5,TRUE,-1.59948758158093,-0.588787165235702,500.199960015992
"9624",24,0.643,0.691,0,-9.628,0,0.242,0.000122,0.656,96.003,4,0,FALSE,-3.5098967985855,-1.50507789710986,2.38457892865806
"9625",27,0.553,0.616,5,-6.169,1,0.0117,1.43e-05,0.29,84.954,4,0,FALSE,-3.36969871460278,-1.82015894374975,1.70540317813706
"9626",37,0.782,0.515,0,-12.48,1,0.0339,0.00902,0.451,118.543,4,1,FALSE,-2.53830742651512,-2.41911890925,439.070609355716
"9627",52,0.62,0.438,7,-6.176,1,0.766,0.00391,0.255,111.803,4,9,TRUE,-3.49991335460131,-1.00512194558077,465.650083217001
"9628",37,0.359,0.562,1,-11.706,1,0.877,0.00506,0.519,92.685,4,3,FALSE,-3.13729583787578,-2.48051630148671,2.63717020061277
"9629",69,0.518,0.858,0,-6.147,1,0.00563,0.00349,0.249,117.897,4,8,FALSE,-2.70008203145303,-2.81674961802555,556.752189039253
"9630",35,0.642,0.654,0,-4.758,1,0.317,0.00391,0.336,84.998,4,6,TRUE,-3.53016776295912,-1.10866262452161,484.294331992436
"9631",58,0.537,0.713,7,-6.25,1,0.227,0.65,0.367,93.198,4,6,FALSE,-3.60453830568019,-2.30258509299405,435.489379893471
"9632",19,0.64,0.487,4,-6.599,0,0.834,2.8e-06,0.59,112.316,4,2,FALSE,-3.12812146159974,-1.91054300521802,510.607481339629
"9633",58,0.741,0.666,1,-3.938,0,0.119,0.00391,0.276,148.887,4,5,TRUE,-1.4784096500277,-1.74296930505862,454.089198285976
"9634",28,0.446,0.895,0,-4.102,1,0.00593,0.000182,0.41,164.037,4,10,FALSE,-2.16282315061889,-2.58760404802634,412.083729356062
"9635",40,0.523,0.602,9,-10.014,0,0.000929,0.563,0.0994,144.029,4,10,FALSE,-3.55785119170753,-2.8319141883246,770.713954719908
"9636",32,0.707,0.562,6,-9.751,1,0.654,0.112,0.26,141.988,4,1,FALSE,-2.71205822249975,-2.14558134418438,509.906854239086
"9637",2,0.669,0.932,2,-5.19,1,0.0761,0.00391,0.835,119.986,4,10,TRUE,-3.20892549401503,-1.65548185093551,429.106047498751
"9638",30,0.644,0.639,5,-8.597,1,0.0831,0.0115,0.63,89.936,4,6,FALSE,-3.31318650433944,-1.55116900431012,470.518862533693
"9639",37,0.618,0.638,10,-4.694,1,0.37,0.00391,0.517,169.988,4,9,TRUE,-3.15355635874756,-2.40572585191356,1.70912745779828
"9640",61,0.661,0.342,9,-16.361,0,0.844,0.000128,0.588,146.118,4,2,FALSE,-3.14655516328857,-1.34707364796661,434.050688284214
"9641",49,0.69,0.494,9,-9.147,0,0.407,3.79e-06,0.84,127.314,4,2,FALSE,-3.59356927430961,-2.17155683058764,452.827781833226
"9642",34,0.326,0.771,5,-9.388,0,0.0215,0.383,0.89,165.669,4,10,FALSE,-3.14655516328857,-2.1803674602698,452.945912885854
"9643",NA,0.58,0.651,6,-5.537,0,0.0275,0.00391,0.562,157.888,4,9,TRUE,-3.08129016191564,-2.28278246569787,434.262593369496
"9644",28,0.393,0.904,7,-7.683,0,5.27e-06,0.853,0.497,89.562,4,8,FALSE,-3.11903048989848,-2.36765708973776,554.352775766479
"9645",28,0.732,0.349,7,-9.386,0,0.718,0.245,0.77,107.014,4,2,FALSE,-3.31869616015041,-2.07944154167984,455.309784652164
"9646",59,0.483,0.5,6,-9.403,1,0.354,0.912,0.368,95.981,4,6,FALSE,-3.72554343848553,-2.2730262907525,541.158941531968
"9647",28,0.277,0.814,7,-5.321,1,0.00571,0.00391,0.313,186.062,4,10,TRUE,-2.95075890791126,-0.76142602131324,447.803528346975
"9648",21,0.272,0.947,5,-5.327,1,0.00122,0.288,0.0577,179.935,3,8,FALSE,-2.1119647333854,-0.262664309476493,602.206775119643
"9649",56,0.663,0.26,4,-11.577,1,0.84,0.000346,0.32,118.061,4,0,FALSE,-3.4673371841667,-2.1982250776698,1.90326036053925
"9650",15,0.764,0.763,1,-6.485,1,0.123,0.229,0.579,116.054,4,6,FALSE,-3.15590102570681,-1.53247687129797,491.846520776553
"9651",46,0.597,0.628,5,-14.06,1,0.247,1.9e-05,0.77,95.33,4,4,FALSE,-3.34955414851032,-1.61445045425764,1.74260341644334
"9652",68,0.666,0.723,6,-5.104,0,0.0151,0.000592,0.546,159.962,4,1,FALSE,-3.10331748423393,-2.86470401114759,398.413102194192
"9653",19,0.494,0.805,1,-8.241,0,9.93e-05,0.0327,0.287,98.001,4,8,FALSE,-2.50715225873532,-0.723606388044654,502.991053598372
"9654",33,0.329,0.929,8,-8.5,1,0.688,0.00716,0.133,86.88,4,10,FALSE,-0.121038328377056,-1.33560124680437,375.642116914491
"9655",2,0.681,0.637,2,-5.589,1,0.921,0.00891,0.975,147.192,4,3,FALSE,-2.83021783507642,-0.209487224866724,1.70473849402188
"9656",54,0.522,0.0945,11,-17.913,0,0.947,0.573,0.134,94.084,3,7,FALSE,-3.31044301839369,-1.84516024595517,2.10010317198941
"9657",50,0.503,0.888,1,-2.914,0,0.000164,8.26e-05,0.452,170.067,4,10,FALSE,-3.30225743380725,-1.06421086195078,442.944691807002
"9658",70,0.928,0.322,0,-10.334,0,0.221,4.37e-06,0.468,109.999,4,5,FALSE,-2.4793222714941,-2.16282315061889,495.601654557367
"9659",56,0.39,0.694,7,-11.783,1,0.00299,0.304,0.795,115.197,4,6,FALSE,-3.22137895508632,-2.58097711853873,485.496652923581
"9660",24,0.32,0.609,5,-9.543,0,0.717,0.00135,0.598,171.3,4,3,FALSE,-2.57439381628954,-0.522560879984412,2.47530132852548
"9661",59,0.849,0.476,0,-10.479,1,0.0965,0.00391,0.48,83.21,4,5,TRUE,-0.809680996815897,-2.25379492882461,526.434231409774
"9662",42,0.588,0.72,0,-10.572,0,0.0194,8.81e-05,0.604,108.682,4,8,FALSE,-3.30225743380725,-1.93102153656156,609.797507374374
"9663",54,0.343,0.961,11,-2.271,1,0.00187,2.7e-06,0.449,166.983,4,10,FALSE,-2.67655153404284,-1.44392347395653,448.950999553403
"9664",55,0.408,0.967,9,-3.133,1,0.0104,0.00391,0.277,99.788,4,10,TRUE,-1.01887732064926,-3.34104345884241,466.496516600071
"9665",50,0.745,0.586,0,-12.487,1,0.457,0.000295,0.604,115.857,4,10,FALSE,-3.3270179834879,-2.12863178587061,675.751433590784
"9666",41,0.943,0.777,1,-4.273,1,0.00839,0.00391,0.711,135,4,5,TRUE,-1.6094379124341,-1.2801341652915,413.198499513248
"9667",65,0.647,0.482,5,-8.591,1,0.29,0.00391,0.437,142.648,4,4,TRUE,-3.64199586821509,-1.46101790731583,1.91084623478709
"9668",NA,0.447,0.331,0,-12.581,1,0.272,0.00221,0.168,127.867,4,0,FALSE,-3.41124771751566,-1.30195321268614,2.16487105158714
"9669",70,0.726,0.537,0,-8.896,1,0.316,0.00391,0.887,96.91,4,1,TRUE,-2.1803674602698,-2.64930970607961,381.715862913765
"9670",4,0.429,0.65,5,-9.713,0,0.946,0.0123,0.902,175.488,4,3,FALSE,-2.62693114981742,-0.565633860260986,1.88355603394218
"9671",65,0.369,0.995,0,-2.584,0,7.6e-05,0.00589,0.27,185.985,4,8,FALSE,-2.12026353620009,-1.42295834549148,500.252936023368
"9672",29,0.591,0.754,0,-6.113,1,0.0129,0.478,0.369,111.95,4,6,FALSE,-3.60453830568019,-2.3382122706372,500.176968682086
"9673",48,0.447,0.0848,0,-18.481,0,0.954,0.745,0.268,109.703,4,7,FALSE,-3.2754461763566,-2.1803674602698,1.75103302852916
"9674",79,0.608,0.547,11,-8.151,1,0.131,0.00391,0.108,99.947,4,9,TRUE,-3.30225743380725,-2.32892906833365,417.619443991776
"9675",38,0.48,0.817,7,-6.227,0,0.00652,0.00157,0.232,119.989,3,8,FALSE,-3.06830296638883,-2.29263476214088,533.431345160743
"9676",43,0.675,0.766,11,-2.625,0,0.0211,0.00391,0.562,118.957,4,10,TRUE,-3.22137895508632,-2.34549259400532,463.753167105088
"9677",27,0.659,0.527,11,-7.436,0,0.427,0.00391,0.553,144.915,4,9,TRUE,-3.0597376035299,-2.58760404802634,443.004514649682
"9678",26,0.337,0.724,6,-8.155,0,0.0394,0.00391,0.564,69.21,4,5,TRUE,-1.50959257746438,-2.09557092360972,495.701523096308
"9679",66,0.457,0.909,0,-9.451,1,0.0016,0.000276,0.755,115.998,4,10,FALSE,-3.4514385980989,-2.00248050054371,395.811823977
"9680",54,0.476,0.666,9,-9.309,1,0.297,0.103,0.855,182.107,4,10,FALSE,-3.36390159691846,-3.45459815838927,503.852160856734
"9681",NA,0.468,0.929,8,-5.246,1,0.00308,0.000263,0.455,146.079,4,10,FALSE,-3.11677060193105,-2.53451715034133,510.507590541022
"9682",64,0.395,0.397,11,-7.556,1,0.735,0.00391,0.303,70.568,4,3,TRUE,-3.30225743380725,-2.20727491318972,2.17860811827185
"9683",26,0.859,0.777,7,-7.737,1,0.314,0.823,0.378,79.975,4,1,FALSE,-1.0300194972025,-1.1551826401565,424.927052563143
"9684",28,0.586,0.0976,4,-17.64,1,0.989,0.0472,0.841,146.461,3,2,FALSE,-2.79524341280459,-1.32425897020044,426.669661447823
"9685",51,0.672,0.526,4,-6.446,1,0.0311,1.37e-06,0.28,123.999,4,9,FALSE,-2.81507877386073,-1.27296567581289,379.139815899095
"9686",16,0.628,0.351,11,-13.529,0,0.905,0.937,0.333,115.006,1,6,FALSE,-3.4514385980989,-1.50959257746438,428.528878840155
"9687",48,0.402,0.76,8,-8.138,0,1.05e-05,0.85,0.199,74.999,4,10,FALSE,-3.25450300251135,-2.53704240420853,548.181539273259
"9688",26,0.584,0.59,8,-7.479,1,0.533,0.0334,0.628,122.042,4,6,FALSE,-3.43268804875353,-2.4013010659332,455.20654652586
"9689",81,0.809,0.545,7,-6.678,1,0.392,0.00391,0.244,97.008,4,5,TRUE,-2.61046987276335,-1.89047544216721,424.776411774477
"9690",46,0.63,0.524,2,-13.34,1,0.00921,0.00391,0.961,118.187,4,10,TRUE,-3.24163281199082,-2.37193517112884,369.016259804361
"9691",60,0.642,0.823,0,-5.717,1,0.00159,0.00391,0.431,122.977,4,9,TRUE,-3.54391368386375,-2.55618785179296,476.806040230197
"9692",84,0.694,0.948,2,-5.307,1,0.00936,1.62e-05,0.705,115.044,4,9,FALSE,-3.3214624136433,-1.97328134585145,0.984454163483501
"9693",63,0.614,0.91,11,-3.175,0,0.00956,0.000301,0.407,128.973,3,10,FALSE,-3.11451580954396,-1.0700248318162,482.604392851951
"9694",38,0.287,0.762,0,-7.121,1,0.392,0.00391,0.262,73.054,4,0,TRUE,-2.43725999632065,-1.24827306322252,1.62520255137629
"9695",40,0.403,0.932,7,-4.449,1,0.00124,1.04e-06,0.497,97.283,4,10,FALSE,-2.96617347131245,-2.70455631184795,506.162029393751
"9696",47,0.468,0.934,8,-4.256,1,0.000274,0.000345,0.557,179.998,3,10,FALSE,-1.45243416362444,-2.30759763481759,439.547494589606
"9697",62,0.45,0.602,6,-4.801,0,0.15,0.00391,0.316,170.043,3,9,TRUE,-3.63439126882987,-1.95899538860397,506.688267083421
"9698",54,0.574,0.691,6,-7.805,0,0.0142,0.000431,0.767,95.009,4,2,FALSE,-3.39322921201298,-1.77785656405906,369.637660418957
"9699",50,0.633,0.925,5,-4.767,0,0.017,0.000149,0.472,117.049,4,10,FALSE,-2.32687778556309,-2.42024313646228,423.611850636877
"9700",44,0.534,0.544,2,-8.484,0,0.189,0.00391,0.429,163.905,4,9,TRUE,-3.18206185174548,-2.4236234213711,438.748219369606
"9701",66,0.765,0.502,9,-7.393,1,0.119,0.0011,0.836,144.204,4,10,FALSE,-3.43889924884617,-1.76609172247948,537.996282515037
"9702",77,0.577,0.749,5,-7.215,0,0.599,0.0115,0.255,130.97,4,10,FALSE,-3.57912859015482,-1.69826912614072,554.869353992451
"9703",57,0.54,0.513,11,-6.978,1,0.713,0.00391,0.51,78.862,3,4,TRUE,-3.40822199659912,-1.90380897303668,1.81502066103943
"9704",83,0.757,0.721,4,-2.906,0,0.00196,0.00391,0.364,124.036,4,5,TRUE,-2.67220054820851,-0.435408984481236,406.652185534518
"9705",15,0.417,0.857,7,-5.95,1,0.000398,0.0848,0.183,140.914,4,10,FALSE,-3.11677060193105,-1.39432653281715,542.954878419929
"9706",25,0.457,0.986,6,-4.49,1,0.0196,0.0208,0.558,139.173,4,10,FALSE,-2.66355496121566,-2.05572501506252,418.597658856329
"9707",49,0.674,0.159,0,-16.441,1,0.922,0.865,0.298,120.246,4,7,FALSE,-3.19662521593338,-2.05572501506252,1.86953202700569
"9708",46,0.563,0.944,7,-7.634,1,0.00112,0.00012,0.35,106.483,4,6,FALSE,-2.38271113747333,-1.22758266996507,461.209280045404
"9709",15,0.793,0.633,1,-4.258,0,0.00751,0.00391,0.453,95.023,4,5,TRUE,-1.76609172247948,-2.22562405185792,391.271005825885
"9710",35,0.577,0.614,3,-6.944,1,0.517,0.00391,0.525,141.927,4,9,TRUE,-3.23653076010692,-1.04982212449868,444.032656456707
"9711",73,0.559,0.473,5,-7.712,1,0.446,0.00141,0.397,121.227,4,10,FALSE,-3.57912859015482,-1.87080267656851,439.120712333181
"9712",55,0.493,0.936,1,-4.525,1,8.53e-06,9.73e-05,0.683,93.501,4,10,FALSE,-3.40822199659912,-1.02722229258144,472.807571851382
"9713",41,0.632,0.601,7,-7.742,0,0.448,0.569,0.24,117.01,4,1,FALSE,-3.34104345884241,-2.07944154167984,486.292093293732
"9714",48,0.708,0.331,1,-9.486,0,0.177,0.0504,0.443,89.97,4,5,FALSE,-2.97592964625781,-2.74109005518041,525.596803643249
"9715",52,0.702,0.269,10,-15.172,0,0.626,0.0406,0.397,99.747,4,2,FALSE,-3.31044301839369,-2.07944154167984,622.071539294316
"9716",75,0.767,0.787,3,-9.897,1,0.0163,0.583,0.964,126.879,4,10,FALSE,-3.40822199659912,-2.97006452680541,515.945733580577
"9717",64,0.61,0.824,4,-6.046,1,0.0136,1.75e-06,0.819,134.992,4,10,FALSE,-2.92994453301599,-2.80346038590687,458.402661423339
"9718",32,0.54,0.696,0,-8.911,1,0.749,0.00026,0.781,94.055,4,10,FALSE,-3.36101559202932,-2.15416508787577,392.139005965997
"9719",34,0.31,0.832,7,-5.139,1,2.9e-05,0.00956,0.416,153.284,4,10,FALSE,-3.29954372793566,-0.889162064485903,515.945733580577
"9720",67,0.35,0.775,11,-3.364,1,0.00433,0.283,0.588,199.866,4,10,FALSE,-2.91877123241786,-2.69414729593322,485.331845235814
"9721",28,0.527,0.971,5,-4.153,0,2.74e-05,3.66e-05,0.325,123.993,4,8,FALSE,-3.02413174807569,-2.44645546341375,496.575271232872
"9722",44,0.6,0.171,9,-14.263,1,0.983,0.937,0.321,127.256,3,7,FALSE,-2.56135582195141,-2.20727491318972,1.61208974098839
"9723",31,0.422,0.809,11,-6.389,0,0.000118,0.902,0.728,174.92,4,10,FALSE,-3.12812146159974,-1.90380897303668,410.975668379528
"9724",37,0.339,0.706,4,-9.141,0,3.31e-05,0.857,0.107,98.441,4,10,FALSE,-3.37552963491358,-1.04982212449868,452.54833995939
"9725",8,0.609,0.634,4,-10.491,1,0.203,0.229,0.688,127.509,4,6,FALSE,-3.29144651770304,-2.1119647333854,495.176736125598
"9726",36,0.0986,0.861,7,-6.351,1,2.55e-06,0.934,0.137,158.397,4,8,FALSE,-2.65214256916391,-0.397496938458987,583.495501268005
"9727",76,0.822,0.743,10,-4.772,0,0.016,0.00391,0.636,84.459,4,9,TRUE,-1.27296567581289,-2.06356819252355,491.935971443439
"9728",26,0.414,0.828,9,-6.395,1,0.0411,0.00942,0.894,175.883,4,6,FALSE,-3.34104345884241,-2.23492644452023,475.380899910798
"9729",35,0.292,0.979,2,-5.758,1,0.164,0.922,0.059,128.721,4,10,FALSE,-1.71479842809193,-0.916290731874155,362.528619559891
"9730",54,0.736,0.482,1,-9.981,1,0.71,0.00391,0.442,115.02,4,5,TRUE,-1.18744350237473,-1.50959257746438,399.566014570809
"9731",32,0.586,0.834,0,-6.797,1,0.0786,0.000917,0.63,95.025,4,10,FALSE,-2.92620621090538,-2.38054663446376,512.354369552949
"9732",54,0.829,0.388,9,-13.55,0,0.675,0.00263,0.896,116.5,4,1,FALSE,-3.1677075382938,-1.30563645810244,473.117321602158
